Topic	Event	Label	Tweet_ID
Ukraine	EN05	Other	1509176120507187202
Ukraine	EN05	Other	1511256298238750721
Ukraine	EN05	False	1510055907740327951
Ukraine	EN05	False	1507117720772427782
Ukraine	EN05	Other	1511280127996477444
Ukraine	EN05	Other	1511414880624021505
Ukraine	EN05	False	1507086414567063552
Ukraine	EN05	Other	1507084960033030144
Ukraine	EN05	False	1506744954294620169
Ukraine	EN05	False	1507416013989548032
Ukraine	EN05	False	1507212651943714820
Ukraine	EN05	False	1506339873929797644
Ukraine	EN05	False	1506761066529038336
Ukraine	EN05	Other	1511301709372567556
Ukraine	EN05	Other	1511373031263936513
Ukraine	EN05	Other	1511130953338560521
Ukraine	EN05	Other	1511445536020312068
Ukraine	EN05	False	1509721437271076899
Ukraine	EN05	False	1511329648415707136
Ukraine	EN05	Other	1511051568703021068
Ukraine	EN05	Other	1511404281693233152
Ukraine	EN05	False	1506608897917808645
Ukraine	EN05	Other	1507319334087110662
Ukraine	EN05	False	1507250299026739201
Ukraine	EN05	Other	1509198770940043264
Ukraine	EN05	Other	1511085359840604171
Ukraine	EN05	False	1511394484415877123
Ukraine	EN05	False	1509889643289927680
Ukraine	EN05	False	1509413669532225536
Ukraine	EN05	False	1508946708465700873
Ukraine	EN05	Other	1511365138015694853
Ukraine	EN05	Other	1511481540655648769
Ukraine	EN05	Other	1511051409180999682
Ukraine	EN05	Other	1511288488301367298
Ukraine	EN05	Other	1511377014502178821
Ukraine	EN05	False	1509164079252111361
Ukraine	EN05	True	1511364249687404549
Ukraine	EN05	Other	1511269823984160769
Ukraine	EN05	False	1507128157819834374
Ukraine	EN05	Other	1510962966992076801
Ukraine	EN05	False	1506746183905071110
Ukraine	EN05	True	1510995313804390400
Ukraine	EN05	Other	1507136896811646989
Ukraine	EN05	False	1506592235583848452
Ukraine	EN05	False	1508091098341670914
Ukraine	EN05	False	1509916038120591361
Ukraine	EN05	False	1507643424417136640
Ukraine	EN05	Other	1506039590993346560
Ukraine	EN05	Other	1505988162518405122
Ukraine	EN05	False	1508053104859754496
Ukraine	EN05	False	1507403071814471683
Ukraine	EN05	Other	1511250285087412224
Ukraine	EN05	False	1506418704606810120
Ukraine	EN05	False	1506547330392420356
Ukraine	EN05	False	1506283396590415872
Ukraine	EN05	False	1511352373889101825
Ukraine	EN05	False	1511094570813173768
Ukraine	EN05	False	1508268048964333574
Ukraine	EN05	False	1507492751750934529
Ukraine	EN05	False	1508437369619423234
Ukraine	EN05	Other	1508017009761697796
Ukraine	EN05	True	1507555772296663041
Ukraine	EN05	Other	1511225735154966528
Ukraine	EN05	Other	1509206820308586497
Ukraine	EN05	Other	1505995548880359428
Ukraine	EN05	Other	1509958216205017088
Ukraine	EN05	Other	1511384202117324804
Ukraine	EN05	False	1511338161183633426
Ukraine	EN05	False	1509652926528212992
Ukraine	EN05	False	1507249783584354307
Ukraine	EN05	False	1511217604526223366
Ukraine	EN05	Other	1511412228586496003
Ukraine	EN05	Other	1509311343911858177
Ukraine	EN05	Other	1511399764688240641
Ukraine	EN05	False	1507059415731560456
Ukraine	EN05	Other	1511071012359655430
Ukraine	EN05	False	1508685623363743744
Ukraine	EN05	False	1507087128651468800
Ukraine	EN05	Other	1511056516908040195
Ukraine	EN05	False	1507612665316847619
Ukraine	EN05	False	1508138652680945664
Ukraine	EN05	False	1507039465357066240
Ukraine	EN05	True	1510712691752673290
Ukraine	EN05	Other	1511230070932877317
Ukraine	EN05	False	1508101330157535233
Ukraine	EN05	Other	1511287119305711619
Ukraine	EN05	False	1507339675593228292
Ukraine	EN05	False	1510052387741962249
Ukraine	EN05	False	1505939644231340034
Ukraine	EN05	Other	1511363411812225033
Ukraine	EN05	False	1511296490471366658
Ukraine	EN05	False	1509401087119405057
Ukraine	EN05	False	1506766729086705664
Ukraine	EN05	False	1508307513074196480
Ukraine	EN05	Other	1511089634356301824
Ukraine	EN05	False	1505983867106529280
Ukraine	EN05	False	1506464771482451971
Ukraine	EN05	False	1511076488140963849
Ukraine	EN05	Other	1511052698501713922
Ukraine	EN05	Other	1511051469348392967
Ukraine	EN05	False	1506052380214841345
Ukraine	EN05	False	1511487997073494017
Ukraine	EN05	Other	1509210091697975301
Ukraine	EN05	Other	1511450373436981259
Ukraine	EN05	False	1507050548209590279
Ukraine	EN05	True	1511422434112675852
Ukraine	EN05	False	1506372716990898176
Ukraine	EN05	Other	1507092750101270529
Ukraine	EN05	False	1506036132047310849
