Topic	Event	Label	Tweet_ID
Ukraine	EN05	Other	1511085359840604171
Ukraine	EN05	Other	1511365138015694853
Ukraine	EN05	Other	1511481540655648769
Ukraine	EN05	Other	1511051409180999682
Ukraine	EN05	Other	1511288488301367298
Ukraine	EN05	Other	1511377014502178821
Ukraine	EN05	False	1509164079252111361
Ukraine	EN05	Other	1511269823984160769
Ukraine	EN05	False	1507128157819834374
Ukraine	EN05	Other	1510962966992076801
Ukraine	EN05	False	1506746183905071110
Ukraine	EN05	True	1510995313804390400
Ukraine	EN05	Other	1507136896811646989
Ukraine	EN05	False	1506592235583848452
Ukraine	EN05	False	1508091098341670914
Ukraine	EN05	False	1509916038120591361
Ukraine	EN05	False	1507643424417136640
Ukraine	EN05	Other	1506039590993346560
Ukraine	EN05	Other	1505988162518405122
Ukraine	EN05	False	1508053104859754496
Ukraine	EN05	False	1507403071814471683
Ukraine	EN05	Other	1511250285087412224
Ukraine	EN05	Other	1511344620923465733
Ukraine	EN05	False	1506418704606810120
Ukraine	EN05	False	1506547330392420356
Ukraine	EN05	False	1506283396590415872
Ukraine	EN05	False	1511352373889101825
Ukraine	EN05	False	1511094570813173768
Ukraine	EN05	False	1508268048964333574
Ukraine	EN05	False	1507492751750934529
Ukraine	EN05	Other	1511098772977336320
Ukraine	EN05	Other	1511408799260807170
Ukraine	EN05	Other	1509161020773777412
Ukraine	EN05	False	1508437369619423234
Ukraine	EN05	False	1506025988303777793
Ukraine	EN05	False	1506801422687420417
Ukraine	EN05	False	1507417348973608961
Ukraine	EN05	False	1508507973261443076
Ukraine	EN05	False	1505943810085380100
Ukraine	EN05	False	1509473541749624844
Ukraine	EN05	Other	1511327824765984770
Ukraine	EN05	False	1507367530142187531
Ukraine	EN05	False	1511252523801210890
Ukraine	EN05	False	1511375669879803913
Ukraine	EN05	False	1507087676029255686
Ukraine	EN05	Other	1509966120815501316
Ukraine	EN05	False	1508352693017841665
Ukraine	EN05	Other	1511230666234638341
Ukraine	EN05	Other	1511069012398063619
Ukraine	EN05	False	1509406124575006723
Ukraine	EN05	Other	1509146502760968204
Ukraine	EN05	False	1507852433682276358
Ukraine	EN05	Other	1506608146890035204
Ukraine	EN05	Other	1509282066088685576
Ukraine	EN05	Other	1511051439711338500
Ukraine	EN05	True	1509812689601802240
Ukraine	EN05	False	1507511248950235137
Ukraine	EN05	Other	1508017009761697796
Ukraine	EN05	True	1507555772296663041
Ukraine	EN05	False	1506340754557489155
Ukraine	EN05	Other	1511225735154966528
Ukraine	EN05	Other	1509206820308586497
Ukraine	EN05	False	1509401530310574081
Ukraine	EN05	Other	1505995548880359428
Ukraine	EN05	Other	1509958216205017088
Ukraine	EN05	Other	1511384202117324804
Ukraine	EN05	False	1507091383508955137
Ukraine	EN05	False	1511338161183633426
Ukraine	EN05	False	1509652926528212992
Ukraine	EN05	False	1507249783584354307
Ukraine	EN05	False	1511217604526223366
Ukraine	EN05	Other	1511412228586496003
Ukraine	EN05	Other	1509311343911858177
Ukraine	EN05	Other	1511399764688240641
Ukraine	EN05	False	1507059415731560456
Ukraine	EN05	Other	1511071012359655430
Ukraine	EN05	False	1508685623363743744
Ukraine	EN05	False	1507087128651468800
Ukraine	EN05	Other	1511056516908040195
Ukraine	EN05	False	1507612665316847619
Ukraine	EN05	False	1508138652680945664
Ukraine	EN05	False	1507039465357066240
Ukraine	EN05	True	1510712691752673290
Ukraine	EN05	Other	1511230070932877317
Ukraine	EN05	False	1508101330157535233
Ukraine	EN05	Other	1511287119305711619
Ukraine	EN05	False	1507339675593228292
Ukraine	EN05	False	1510052387741962249
Ukraine	EN05	False	1505939644231340034
Ukraine	EN05	Other	1511363411812225033
Ukraine	EN05	False	1511296490471366658
Ukraine	EN05	False	1509401087119405057
Ukraine	EN05	False	1506766729086705664
Ukraine	EN05	False	1508307513074196480
Ukraine	EN05	Other	1511089634356301824
Ukraine	EN05	False	1505983867106529280
Ukraine	EN05	False	1506464771482451971
Ukraine	EN05	False	1511076488140963849
Ukraine	EN05	Other	1511052698501713922
Ukraine	EN05	Other	1511051469348392967
Ukraine	EN05	False	1506052380214841345
Ukraine	EN05	False	1511487997073494017
Ukraine	EN05	Other	1509210091697975301
Ukraine	EN05	Other	1511450373436981259
Ukraine	EN05	False	1507050548209590279
Ukraine	EN05	True	1511422434112675852
Ukraine	EN05	False	1506372716990898176
Ukraine	EN05	Other	1507092750101270529
Ukraine	EN05	False	1506036132047310849
Ukraine	EN05	False	1506547096580927490
Ukraine	EN05	Other	1509138837741576193
Ukraine	EN05	Other	1511322369314410498
Ukraine	EN05	False	1506339894003646468
Ukraine	EN05	False	1506358076688973833
Ukraine	EN05	Other	1511385160356352006
Ukraine	EN05	False	1508014200655945731
Ukraine	EN05	False	1505911619376852999
Ukraine	EN05	Other	1508915187151216640
Ukraine	EN05	False	1511271724968341509
Covid	EN17	False	1477986470212345862
Covid	EN17	True	1480735545504694274
Covid	EN17	False	1477216624977580033
Covid	EN17	False	1478138427103068160
Covid	EN17	Other	1499817546559729684
Covid	EN17	False	1477650054404005897
Covid	EN17	Other	1499801316557742085
Covid	EN17	False	1478263917705105412
Covid	EN17	Other	1499893538997342211
Covid	EN17	True	1483472652245381121
Covid	EN17	False	1484648592694407168
Covid	EN17	False	1476997757445545986
Covid	EN17	Other	1499889687523217411
Covid	EN17	Other	1499809686467616770
Covid	EN17	False	1486403008946753538
Covid	EN17	Other	1478062171284283401
Covid	EN17	Other	1499825082205863936
Covid	EN17	False	1477309910882963459
Covid	EN17	Other	1499854180026134530
Covid	EN17	False	1479223305903222802
Covid	EN17	Other	1499840115463626755
Covid	EN17	True	1482613311690919938
Covid	EN17	Other	1499830532280143872
Covid	EN17	False	1478084179799658497
Covid	EN17	Other	1499798990182879235
Covid	EN17	False	1495206631864520712
Covid	EN17	False	1477820471630602243
Covid	EN17	False	1477973217604030466
Covid	EN17	False	1478013830533984260
Covid	EN17	False	1496887047054770177
Covid	EN17	False	1479553961216684033
Covid	EN17	False	1479656842833940483
Covid	EN17	False	1478197265864937476
Covid	EN17	False	1479762951502548999
Covid	EN17	Other	1499858837851025411
Covid	EN17	Other	1499866700132593673
Covid	EN17	False	1477880892211310593
Covid	EN17	False	1479334092365701120
Covid	EN17	False	1483439326453112832
Covid	EN17	False	1476839202394411008
Covid	EN17	Other	1499830305229783043
Covid	EN17	True	1480663845719134210
Covid	EN17	False	1476997116811747335
Covid	EN17	Other	1499803587484045313
Covid	EN17	Other	1499867275997769728
Covid	EN17	Other	1499851457532682242
Covid	EN17	False	1477835415969095684
Covid	EN17	Other	1499880909700534275
Covid	EN17	False	1477780749306765312
Covid	EN17	False	1478576076674588674
Covid	EN17	False	1477855504290357249
Covid	EN17	False	1477812407267323906
Covid	EN17	False	1476732622483165185
Covid	EN17	Other	1499798983748767744
Covid	EN17	False	1478156966681882629
Covid	EN17	True	1495157386629296133
Covid	EN17	False	1498384335245746177
Covid	EN17	False	1477853526499991553
Covid	EN17	Other	1499880304303120387
Covid	EN17	Other	1499857539995160577
Covid	EN17	Other	1499812322650558477
Covid	EN17	False	1478161298580029440
Covid	EN17	False	1478154236777091080
Covid	EN17	False	1476837148674478085
Covid	EN17	False	1477876041901355008
Covid	EN17	Other	1499892793816322053
Covid	EN17	Other	1499866946644299778
Covid	EN17	False	1479379620990529536
Covid	EN17	Other	1499882753541738501
Covid	EN17	Other	1499812999569289219
Covid	EN17	Other	1499819088239071232
Covid	EN17	False	1478163948599791617
Covid	EN17	False	1482724718398611456
Covid	EN17	Other	1477998735607177224
Covid	EN17	False	1476963249459449860
Covid	EN17	Other	1499884854435057670
Covid	EN17	Other	1499891105063657472
Covid	EN17	False	1476713433613668355
Covid	EN17	Other	1499862841079341056
Covid	EN17	Other	1499872506177482752
Covid	EN17	True	1483239804812804106
Covid	EN17	False	1483308119488798720
Covid	EN17	False	1479246765996097536
Covid	EN17	False	1477667642320248833
Covid	EN17	True	1480801956692054017
Covid	EN17	False	1477883167960977409
Covid	EN17	Other	1499864627479465985
Covid	EN17	False	1496856260201021445
Covid	EN17	False	1482736069837828098
Covid	EN17	False	1481828128620265472
Covid	EN17	True	1487298979423424513
Covid	EN17	True	1480669702628143110
Covid	EN17	False	1483511640150577155
Covid	EN17	False	1479514472767176712
Covid	EN17	Other	1478362710366736384
Covid	EN17	Other	1499812918736662536
Covid	EN17	Other	1499875219695042560
Covid	EN17	False	1477883731713142784
Covid	EN17	Other	1499876393307426818
Covid	EN17	False	1477884019874443271
Covid	EN17	True	1481652351802875906
Covid	EN17	False	1498706914699448321
Covid	EN17	False	1476714051354955777
Covid	EN17	False	1477829781555134468
Covid	EN17	False	1478646941496094724
Covid	EN17	False	1477818013692960769
Covid	EN17	False	1478537085187670017
Covid	EN17	Other	1499871903393144833
Covid	EN17	True	1488234812817117187
Covid	EN17	Other	1499878457387405317
Covid	EN17	Other	1499889929144332289
Covid	EN17	Other	1499810948277747715
Covid	EN17	Other	1499858819270258689
Covid	EN17	False	1477882593651613697
Covid	EN17	Other	1499874569846497293
Covid	EN17	False	1478367702880239620
Covid	EN17	False	1477947216631410693
Covid	EN17	True	1482415558230478849
Covid	EN17	Other	1499805229843456000
Covid	EN17	False	1478036049800671236
Covid	EN18	Other	1496133031869960209
Covid	EN18	Other	1495869880956067861
Covid	EN18	Other	1496172563432673281
Covid	EN18	Other	1495596895770931200
